name,rating,rank,rating_o,rating_d,rank_o,rank_d,season_week,ranking_id,season,week
Green Bay Packers,6.973527901197129,5,4.379095733882791,2.594432167314338,5,3,1995.017,491,1995,17.00000000005275
Houston Oilers,2.381432989621907,8,1.1598574310926442,1.2215755585292627,11,11,1995.017,491,1995,17.00000000005275
Indianapolis Colts,-0.8990458098427111,16,-2.2623193515987667,1.3632735417560555,22,10,1995.017,491,1995,17.00000000005275
Jacksonville Jaguars,-8.145903774005072,28,-3.000129380932581,-5.145774393072491,25,29,1995.017,491,1995,17.00000000005275
Kansas City Chiefs,7.238403059012512,4,-1.2383102856107104,8.476713344623223,19,1,1995.017,491,1995,17.00000000005275
Miami Dolphins,1.1477718357772464,12,2.1932284324377043,-1.0454565966604576,9,21,1995.017,491,1995,17.00000000005275
Minnesota Vikings,4.178360877109599,7,6.448465189240766,-2.270104312131167,3,26,1995.017,491,1995,17.00000000005275
New England Patriots,-4.140174537652336,24,-0.8330885380180972,-3.307085999634239,15,27,1995.017,491,1995,17.00000000005275
New Orleans Saints,-1.0017917349375824,17,-1.8056249428147133,0.8038332078771313,20,13,1995.017,491,1995,17.00000000005275
New York Giants,-1.2778026444342525,18,-2.765666415568544,1.4878637711342917,23,9,1995.017,491,1995,17.00000000005275
New York Jets,-9.940384154950566,30,-9.023834974828612,-0.9165491801219549,30,19,1995.017,491,1995,17.00000000005275
Oakland Raiders,-2.315472164149442,23,-0.8476711961228629,-1.467800968026579,16,23,1995.017,491,1995,17.00000000005275
Philadelphia Eagles,-0.7995394734502442,15,-2.874065739493475,2.074526266043231,24,7,1995.017,491,1995,17.00000000005275
Pittsburgh Steelers,5.8040828582425865,6,3.687492185347096,2.1165906728954904,6,6,1995.017,491,1995,17.00000000005275
San Diego Chargers,1.1888795376854129,11,0.4298062445766006,0.7590732931088122,13,14,1995.017,491,1995,17.00000000005275
San Francisco 49ers,11.816019046454295,1,7.24082939756282,4.575189648891476,2,2,1995.017,491,1995,17.00000000005275
Seattle Seahawks,0.5320541498907517,14,2.392701069686132,-1.8606469197953792,8,25,1995.017,491,1995,17.00000000005275
St. Louis Rams,-9.68409444462962,29,-1.9980496617696504,-7.68604478285997,21,30,1995.017,491,1995,17.00000000005275
Tampa Bay Buccaneers,-5.666397318904934,26,-6.867151045587837,1.200753726682903,29,12,1995.017,491,1995,17.00000000005275
Washington Commanders,-1.939133745346312,20,-1.1206946952890111,-0.8184390500573011,17,18,1995.017,491,1995,17.00000000005275
Arizona Cardinals,-7.036565844688009,27,-3.5736221428739787,-3.46294370181403,26,28,1995.101,492,1995,101.00000000011278
Atlanta Falcons,0.2641276791729197,14,0.9789008537931688,-0.7147731746202491,11,18,1995.101,492,1995,101.00000000011278
Buffalo Bills,-0.0324044000161073,15,1.0337661506720286,-1.066170550688136,10,20,1995.101,492,1995,101.00000000011278
Carolina Panthers,-1.8469756043009464,21,-3.859458642476867,2.01248303817592,27,6,1995.101,492,1995,101.00000000011278
Chicago Bears,1.926422647813118,10,0.9373594256776222,0.989063222135496,13,13,1995.101,492,1995,101.00000000011278
Cincinnati Bengals,-2.336567800016458,22,-1.4169446079042811,-0.919623192112177,19,19,1995.101,492,1995,101.00000000011278
Cleveland Browns,-5.393948859935456,25,-4.890766177189945,-0.5031826827455117,28,16,1995.101,492,1995,101.00000000011278
Dallas Cowboys,7.956307244655254,2,4.922873904180131,3.033433340475124,5,3,1995.101,492,1995,101.00000000011278
Denver Broncos,1.8215007716960625,11,3.463108983685427,-1.641608211989365,7,24,1995.101,492,1995,101.00000000011278
Detroit Lions,6.899803979341405,5,8.423264328047424,-1.523460348706018,1,23,1995.101,492,1995,101.00000000011278
Green Bay Packers,7.516796217524961,3,5.022847276477554,2.4939489410474063,4,4,1995.101,492,1995,101.00000000011278
Houston Oilers,2.291394953191221,8,0.839043173440243,1.452351779750978,14,10,1995.101,492,1995,101.00000000011278
Indianapolis Colts,0.8778380953929654,12,-0.9218153741128162,1.7996534695057815,17,8,1995.101,492,1995,101.00000000011278
Jacksonville Jaguars,-8.427871277833107,28,-3.365706568518178,-5.06216470931493,25,29,1995.101,492,1995,101.00000000011278
Kansas City Chiefs,7.007351044711589,4,-1.603702034766216,8.611053079477804,21,1,1995.101,492,1995,101.00000000011278
Miami Dolphins,-0.1055380579621873,16,1.7804547862926017,-1.8859928442547889,9,25,1995.101,492,1995,101.00000000011278
Minnesota Vikings,3.8378265873703854,7,6.140121708526725,-2.302295121156339,3,26,1995.101,492,1995,101.00000000011278
New England Patriots,-3.610826146881175,24,-0.7774690023430848,-2.83335714453809,16,27,1995.101,492,1995,101.00000000011278
New Orleans Saints,-0.6980171282225278,18,-2.040590876360443,1.3425737481379147,22,11,1995.101,492,1995,101.00000000011278
New York Giants,-0.9595961566134396,19,-2.951173782943409,1.9915776263299687,24,7,1995.101,492,1995,101.00000000011278
New York Jets,-9.521927256800266,29,-9.164216815532448,-0.3577104412678202,30,15,1995.101,492,1995,101.00000000011278
Oakland Raiders,-2.607497186579017,23,-1.2210218668327253,-1.3864753197462918,18,21,1995.101,492,1995,101.00000000011278
Philadelphia Eagles,2.059854211655454,9,0.9467177161164436,1.1131364955390106,12,12,1995.101,492,1995,101.00000000011278
Pittsburgh Steelers,5.718280294792209,6,3.542295710529629,2.17598458426258,6,5,1995.101,492,1995,101.00000000011278
San Diego Chargers,-0.4163168752542828,17,0.2768225979671686,-0.6931394732214515,15,17,1995.101,492,1995,101.00000000011278
San Francisco 49ers,11.592541068349211,1,6.727603256001007,4.864937812348206,2,2,1995.101,492,1995,101.00000000011278
Seattle Seahawks,0.8737057299760738,13,2.260266547563611,-1.386560817587537,8,22,1995.101,492,1995,101.00000000011278
St. Louis Rams,-9.802661432042502,30,-2.2904908256769327,-7.512170606365569,23,30,1995.101,492,1995,101.00000000011278
Tampa Bay Buccaneers,-6.255021039531191,26,-7.765597560074416,1.5105765205432249,29,9,1995.101,492,1995,101.00000000011278
Washington Commanders,-1.5920154589661586,20,-1.4528701120631906,-0.1391453469029679,20,14,1995.101,492,1995,101.00000000011278
Arizona Cardinals,-7.1402557351055975,27,-3.592041839074888,-3.5482138960307097,26,28,1995.102,493,1995,102.00000000008913
Atlanta Falcons,0.1505764178844575,14,0.91513444400982,-0.7645580261253624,13,18,1995.102,493,1995,102.00000000008913
Buffalo Bills,-1.2187243403799022,19,1.23245527064301,-2.4511796110229125,10,26,1995.102,493,1995,102.00000000008913
Carolina Panthers,-1.9987485906433635,22,-3.891404112455679,1.892655521812316,27,8,1995.102,493,1995,102.00000000008913
Chicago Bears,2.2701366391994124,9,0.9574673013222396,1.312669337877173,11,12,1995.102,493,1995,102.00000000008913
Cincinnati Bengals,-1.7905353713943992,21,-1.2973295794116928,-0.4932057919827064,18,17,1995.102,493,1995,102.00000000008913
Cleveland Browns,-4.989605961026034,25,-4.862043792200598,-0.1275621688254354,28,14,1995.102,493,1995,102.00000000008913
Dallas Cowboys,8.567303751249515,3,5.07667829267546,3.490625458574055,6,4,1995.102,493,1995,102.00000000008913
Denver Broncos,1.4129580258590126,11,3.4798135041240896,-2.0668554782650768,7,23,1995.102,493,1995,102.00000000008913
Detroit Lions,7.360227787176799,4,8.835118158916607,-1.474890371739808,1,20,1995.102,493,1995,102.00000000008913
Green Bay Packers,9.482142161566776,2,5.849135260344392,3.6330069012223856,3,3,1995.102,493,1995,102.00000000008913
Houston Oilers,2.5888549629788176,8,0.9359741872019206,1.652880775776897,12,10,1995.102,493,1995,102.00000000008913
Indianapolis Colts,1.7595679764853267,10,-1.1877044550007203,2.9472724314860472,17,5,1995.102,493,1995,102.00000000008913
Jacksonville Jaguars,-8.020841297003356,28,-3.023015885443872,-4.997825411559484,24,29,1995.102,493,1995,102.00000000008913
Kansas City Chiefs,5.704736301120178,6,-3.111733896068745,8.816470197188924,25,1,1995.102,493,1995,102.00000000008913
Miami Dolphins,-0.8107774887554241,17,1.3759161698525453,-2.186693658607969,9,24,1995.102,493,1995,102.00000000008913
Minnesota Vikings,4.2093244032948105,7,6.5058382121822165,-2.296513808887406,2,25,1995.102,493,1995,102.00000000008913
New England Patriots,-3.503624031036133,24,-0.5861131311150092,-2.9175108999211243,16,27,1995.102,493,1995,102.00000000008913
New Orleans Saints,-0.6037902875002534,16,-1.9519834737978856,1.3481931862976322,21,11,1995.102,493,1995,102.00000000008913
New York Giants,-1.070322896763171,18,-3.0010844874360942,1.930761590672924,23,7,1995.102,493,1995,102.00000000008913
New York Jets,-9.58702706308772,29,-9.42280376491932,-0.1642232981684026,30,15,1995.102,493,1995,102.00000000008913
Oakland Raiders,-3.065071530798132,23,-1.4000831431473673,-1.664988387650764,19,22,1995.102,493,1995,102.00000000008913
Philadelphia Eagles,1.3250871171157468,12,0.3534156832996775,0.9716714338160692,15,13,1995.102,493,1995,102.00000000008913
Pittsburgh Steelers,7.353803576491572,5,5.146175786584221,2.20762778990735,5,6,1995.102,493,1995,102.00000000008913
San Diego Chargers,-0.4880154921582562,15,0.5581156032505901,-1.0461310954088463,14,19,1995.102,493,1995,102.00000000008913
San Francisco 49ers,9.743579178698289,1,5.498069331510257,4.24550984718803,4,2,1995.102,493,1995,102.00000000008913
Seattle Seahawks,0.6748367619324994,13,2.2323803708440115,-1.5575436089115122,8,21,1995.102,493,1995,102.00000000008913
St. Louis Rams,-10.707526299629066,30,-2.582138955357293,-8.125387344271772,22,30,1995.102,493,1995,102.00000000008913
Tampa Bay Buccaneers,-5.821067051709504,26,-7.515277257578344,1.6942102058688393,29,9,1995.102,493,1995,102.00000000008913
Washington Commanders,-1.7872016240628954,20,-1.5269297727195852,-0.2602718513433103,20,16,1995.102,493,1995,102.00000000008913
Arizona Cardinals,-6.802906708366066,27,-3.547865931610919,-3.2550407767551475,26,28,1995.103,494,1995,103.00000000006548
Atlanta Falcons,0.1459724992262181,14,0.7480799444580555,-0.6021074452318373,13,18,1995.103,494,1995,103.00000000006548
Buffalo Bills,-1.3540478576526245,19,1.3182654139776462,-2.6723132716302707,9,26,1995.103,494,1995,103.00000000006548
Carolina Panthers,-1.7340315205662495,21,-3.725578335599663,1.9915468150334128,27,8,1995.103,494,1995,103.00000000006548
Chicago Bears,2.051535745897854,10,0.6575383253256789,1.393997420572175,14,13,1995.103,494,1995,103.00000000006548
Cincinnati Bengals,-2.157473983827712,22,-1.6685291485831286,-0.4889448352445831,20,17,1995.103,494,1995,103.00000000006548
Cleveland Browns,-5.432557475167781,25,-5.204788610058037,-0.2277688651097442,28,16,1995.103,494,1995,103.00000000006548
Dallas Cowboys,9.562712787734757,1,6.515668807943681,3.047043979791076,2,4,1995.103,494,1995,103.00000000006548
Denver Broncos,1.4114475220445974,12,3.607063447785647,-2.195615925741049,7,23,1995.103,494,1995,103.00000000006548
Detroit Lions,7.374292614360249,4,8.96792383432339,-1.5936312199631404,1,21,1995.103,494,1995,103.00000000006548
Green Bay Packers,8.687881328001339,3,6.356512788308569,2.3313685396927704,4,6,1995.103,494,1995,103.00000000006548
Houston Oilers,2.6192433351734987,8,1.0371406625639976,1.582102672609501,11,10,1995.103,494,1995,103.00000000006548
Indianapolis Colts,2.3234813357645066,9,-1.2684504013900648,3.591931737154572,17,3,1995.103,494,1995,103.00000000006548
Jacksonville Jaguars,-8.29490313557581,28,-2.969961099607453,-5.324942035968357,23,29,1995.103,494,1995,103.00000000006548
Kansas City Chiefs,5.848062389410919,6,-3.3429787648653027,9.19104115427622,25,1,1995.103,494,1995,103.00000000006548
Miami Dolphins,-1.1019200362603103,18,1.2328441668975514,-2.334764203157861,10,24,1995.103,494,1995,103.00000000006548
Minnesota Vikings,3.9717357232919857,7,6.475335966947926,-2.5036002436559395,3,25,1995.103,494,1995,103.00000000006548
New England Patriots,-3.2293862821532966,23,-0.1991373737778163,-3.0302489083754804,16,27,1995.103,494,1995,103.00000000006548
New Orleans Saints,-0.466170197524481,16,-2.036438045997519,1.5702678484730384,21,11,1995.103,494,1995,103.00000000006548
New York Giants,-0.7646856966446629,17,-2.993167248782975,2.228481552138312,24,7,1995.103,494,1995,103.00000000006548
New York Jets,-9.386773469498536,29,-9.613770711019898,0.2269972415213621,30,14,1995.103,494,1995,103.00000000006548
Oakland Raiders,-3.4350639747754914,24,-1.6061039515379911,-1.8289600232375,19,22,1995.103,494,1995,103.00000000006548
Philadelphia Eagles,1.891466808967304,11,0.3769162481399903,1.5145505608273135,15,12,1995.103,494,1995,103.00000000006548
Pittsburgh Steelers,6.955738596720972,5,4.570265646590915,2.385472950130056,6,5,1995.103,494,1995,103.00000000006548
San Diego Chargers,-0.2706479145469737,15,0.8121497120533963,-1.08279762660037,12,19,1995.103,494,1995,103.00000000006548
San Francisco 49ers,9.50273648844403,2,5.143465600077569,4.359270888366462,5,2,1995.103,494,1995,103.00000000006548
Seattle Seahawks,0.9973526660310292,13,2.4551605461661774,-1.4578078801351484,8,20,1995.103,494,1995,103.00000000006548
St. Louis Rams,-11.199253805705782,30,-2.612741533406988,-8.586512272298794,22,30,1995.103,494,1995,103.00000000006548
Tampa Bay Buccaneers,-6.255886861548315,26,-7.936776543216084,1.6808896816677694,29,9,1995.103,494,1995,103.00000000006548
Washington Commanders,-1.457950921255161,20,-1.5480433756772234,0.0900924544220624,18,15,1995.103,494,1995,103.00000000006548
Arizona Cardinals,-6.492425971804195,27,-3.366439094410396,-3.1259868773937995,25,27,1995.104,495,1995,104.00000000004184
Atlanta Falcons,0.270834876486977,14,0.7663874878627199,-0.4955526113757428,13,18,1995.104,495,1995,104.00000000004184
Buffalo Bills,-1.6245078654091372,21,1.3104491375943248,-2.934957003003462,9,26,1995.104,495,1995,104.00000000004184
Carolina Panthers,-1.3975567970837794,19,-3.604436757444071,2.2068799603602915,26,8,1995.104,495,1995,104.00000000004184
Chicago Bears,1.9943028954988933,11,0.4604710470581029,1.533831848440791,15,12,1995.104,495,1995,104.00000000004184
Cincinnati Bengals,-2.4693088628844944,22,-1.9751610949216631,-0.4941477679628312,20,17,1995.104,495,1995,104.00000000004184
Cleveland Browns,-5.889371107685241,25,-5.50271311744522,-0.3866579902400207,28,16,1995.104,495,1995,104.00000000004184
Dallas Cowboys,10.40090598470672,1,6.67692168805125,3.7239842966554697,2,4,1995.104,495,1995,104.00000000004184
Denver Broncos,1.2488697953658214,13,3.7115514127365694,-2.462681617370749,7,23,1995.104,495,1995,104.00000000004184
Detroit Lions,7.632750703564677,4,9.253759924603695,-1.6210092210390172,1,21,1995.104,495,1995,104.00000000004184
Green Bay Packers,8.886989821057115,3,6.587671251086843,2.2993185699702723,4,7,1995.104,495,1995,104.00000000004184
Houston Oilers,2.698488887625452,8,1.1899724617231,1.5085164259023516,10,13,1995.104,495,1995,104.00000000004184
Indianapolis Colts,2.4287843789736083,10,-1.3716336425046882,3.800418021478297,17,3,1995.104,495,1995,104.00000000004184
Jacksonville Jaguars,-8.605365992428496,28,-2.8785198653525863,-5.72684612707591,23,29,1995.104,495,1995,104.00000000004184
Kansas City Chiefs,5.815814970182512,6,-3.655508948766563,9.471323918949077,27,1,1995.104,495,1995,104.00000000004184
Miami Dolphins,-1.5844680095279136,20,0.9409420973652062,-2.52541010689312,12,24,1995.104,495,1995,104.00000000004184
Minnesota Vikings,3.932091362042972,7,6.672220702379864,-2.7401293403368925,3,25,1995.104,495,1995,104.00000000004184
New England Patriots,-3.0415592259562607,23,0.1816459878230438,-3.2232052137793046,16,28,1995.104,495,1995,104.00000000004184
New Orleans Saints,-0.1894969189612651,15,-1.9911420309965573,1.8016451120352928,21,10,1995.104,495,1995,104.00000000004184
New York Giants,-0.478872701075015,17,-2.903172198340118,2.424299497265104,24,5,1995.104,495,1995,104.00000000004184
New York Jets,-9.216227431186995,29,-9.841625395008268,0.6253979638212688,30,14,1995.104,495,1995,104.00000000004184
Oakland Raiders,-4.095714547451587,24,-1.8542746152886216,-2.2414399321629657,19,22,1995.104,495,1995,104.00000000004184
Philadelphia Eagles,2.503797176111063,9,0.6405369741914753,1.863260201919588,14,9,1995.104,495,1995,104.00000000004184
Pittsburgh Steelers,6.320120410775648,5,3.9574215091695546,2.3626989016060937,6,6,1995.104,495,1995,104.00000000004184
San Diego Chargers,-0.3153090840303122,16,1.0472477439109595,-1.362556827941272,11,20,1995.104,495,1995,104.00000000004184
San Francisco 49ers,9.391501519086066,2,5.096164274294109,4.295337244791957,5,2,1995.104,495,1995,104.00000000004184
Seattle Seahawks,1.2713383717952458,12,2.632305750899196,-1.36096737910395,8,19,1995.104,495,1995,104.00000000004184
St. Louis Rams,-11.815343721140636,30,-2.682161865854411,-9.133181855286225,22,30,1995.104,495,1995,104.00000000004184
Tampa Bay Buccaneers,-6.447065102294799,26,-8.080857261949877,1.6337921596550782,29,11,1995.104,495,1995,104.00000000004184
Washington Commanders,-1.1339978143526466,18,-1.4180235409243642,0.2840257265717175,18,15,1995.104,495,1995,104.00000000004184
Arizona Cardinals,-5.879726571632392,27,-2.657312649992395,-3.2224139216399967,24,26,1996.001,496,1996,0.9999999999763531
Atlanta Falcons,-1.4254467425906308,21,0.2015226312866591,-1.62696937387729,15,23,1996.001,496,1996,0.9999999999763531
Baltimore Ravens,-2.963310313312779,22,-4.783415627402595,1.820105314089816,29,8,1996.001,496,1996,0.9999999999763531
Buffalo Bills,-1.2992589294598045,19,2.1342323475555185,-3.4334912770153228,9,29,1996.001,496,1996,0.9999999999763531
Carolina Panthers,2.0067114908737183,13,-1.7179269962451105,3.724638487118829,22,3,1996.001,496,1996,0.9999999999763531
Chicago Bears,4.667200232957046,6,1.217565946582715,3.44963428637433,11,5,1996.001,496,1996,0.9999999999763531
Cincinnati Bengals,-4.431859568033436,24,-2.8425168798664098,-1.5893426881670258,27,22,1996.001,496,1996,0.9999999999763531
Cleveland Browns,-5.980405104842755,28,-4.513867274694309,-1.4665378301484455,28,21,1996.001,496,1996,0.9999999999763531
Dallas Cowboys,8.314512877960116,3,5.14879255287737,3.165720325082746,5,6,1996.001,496,1996,0.9999999999763531
Denver Broncos,2.766328512617188,9,5.015082642706307,-2.24875413008912,6,25,1996.001,496,1996,0.9999999999763531
Detroit Lions,7.717963295018212,4,8.049256111084583,-0.3312928160663713,1,17,1996.001,496,1996,0.9999999999763531
Green Bay Packers,10.039958455307506,2,7.689722791353246,2.35023566395426,2,7,1996.001,496,1996,0.9999999999763531
Houston Oilers,2.665025595120486,11,2.3202294437582527,0.3447961513622342,8,14,1996.001,496,1996,0.9999999999763531
Indianapolis Colts,2.7215477884465664,10,-0.9679318206928134,3.68947960913938,17,4,1996.001,496,1996,0.9999999999763531
Jacksonville Jaguars,-5.391886404326794,25,-1.617312316027014,-3.77457408829978,20,30,1996.001,496,1996,0.9999999999763531
Kansas City Chiefs,5.961592880846498,5,-2.6984675846328763,8.660060465479376,26,1,1996.001,496,1996,0.9999999999763531
Miami Dolphins,-0.4805619638076124,16,0.9441476573220208,-1.424709621129633,13,20,1996.001,496,1996,0.9999999999763531
Minnesota Vikings,4.476276146015095,7,5.320983424793853,-0.8447072787787593,4,19,1996.001,496,1996,0.9999999999763531
New England Patriots,-4.201889910831162,23,-0.7874667235420072,-3.4144231872891546,16,28,1996.001,496,1996,0.9999999999763531
New Orleans Saints,-0.0208317237446095,15,-1.4972013450180204,1.476369621273411,19,11,1996.001,496,1996,0.9999999999763531
New York Giants,-1.407894785572784,20,-2.6651067151399066,1.2572119295671222,25,12,1996.001,496,1996,0.9999999999763531
New York Jets,-10.813136407617922,31,-10.401674895232327,-0.411461512385592,31,18,1996.001,496,1996,0.9999999999763531
Oakland Raiders,-5.4633103133157945,26,-2.2242855897578724,-3.239024723557922,23,27,1996.001,496,1996,0.9999999999763531
Philadelphia Eagles,2.649703600144487,12,0.9386714877817088,1.7110321123627783,14,9,1996.001,496,1996,0.9999999999763531
Pittsburgh Steelers,3.887341523410591,8,2.3953829700237668,1.4919585533868236,7,10,1996.001,496,1996,0.9999999999763531
San Diego Chargers,1.9859650778027569,14,1.870337660808001,0.1156274169947552,10,15,1996.001,496,1996,0.9999999999763531
San Francisco 49ers,10.38334159942754,1,6.1770014151291175,4.206340184298423,3,2,1996.001,496,1996,0.9999999999763531
Seattle Seahawks,-1.0983823689787673,17,1.0701737471208594,-2.1685561160996265,12,24,1996.001,496,1996,0.9999999999763531
St. Louis Rams,-9.908509357367102,30,-1.481203692384499,-8.427305664982601,18,31,1996.001,496,1996,0.9999999999763531
Tampa Bay Buccaneers,-8.32375968106615,29,-8.0173192515844,-0.3064404294817495,30,16,1996.001,496,1996,0.9999999999763531
Washington Commanders,-1.1532989294473,18,-1.620093492697,0.4667945632497,21,13,1996.001,496,1996,0.9999999999763531
Arizona Cardinals,-9.267679544580693,29,-4.078914149269371,-5.1887653953113215,27,30,1996.002,497,1996,1.9999999999527063
Atlanta Falcons,-1.1446772380966128,19,-0.2134312421110515,-0.9312459959855612,15,20,1996.002,497,1996,1.9999999999527063
Baltimore Ravens,-5.67832416771884,25,-2.3661321548781507,-3.312192012840689,21,28,1996.002,497,1996,1.9999999999527063
Buffalo Bills,-0.4601267154326999,17,1.5925887648695611,-2.052715480302261,11,24,1996.002,497,1996,1.9999999999527063
Carolina Panthers,3.053292411694488,12,-0.1155673832113777,3.168859794905865,14,6,1996.002,497,1996,1.9999999999527063
Chicago Bears,3.367097848108749,9,-0.9573009323762384,4.324398780484987,19,3,1996.002,497,1996,1.9999999999527063
Cincinnati Bengals,-5.034981013399807,23,-3.1949569588781306,-1.840024054521676,25,23,1996.002,497,1996,1.9999999999527063
Cleveland Browns,-5.904323729761593,26,-4.511819962382824,-1.392503767378769,29,21,1996.002,497,1996,1.9999999999527063
Dallas Cowboys,8.986907785561046,3,5.055542031102648,3.9313657544583975,6,4,1996.002,497,1996,1.9999999999527063
Denver Broncos,3.330677361158639,10,5.384755522308897,-2.054078161150257,4,25,1996.002,497,1996,1.9999999999527063
Detroit Lions,7.611709309155686,4,7.399978112689666,0.2117311964660199,2,12,1996.002,497,1996,1.9999999999527063
Green Bay Packers,12.11730345674451,2,9.546304666127234,2.570998790617275,1,7,1996.002,497,1996,1.9999999999527063
Houston Oilers,3.25259616802367,11,4.007534640188987,-0.754938472165317,7,19,1996.002,497,1996,1.9999999999527063
Indianapolis Colts,3.4075223278336093,8,-0.4518277071868992,3.859350035020508,17,5,1996.002,497,1996,1.9999999999527063
Jacksonville Jaguars,-5.308349863207278,24,-0.4226409878899561,-4.885708875317322,16,29,1996.002,497,1996,1.9999999999527063
Kansas City Chiefs,6.435955574434719,5,-3.091068729586249,9.52702430402097,23,1,1996.002,497,1996,1.9999999999527063
Miami Dolphins,2.70128324607323,13,3.440740818008298,-0.739457571935068,8,18,1996.002,497,1996,1.9999999999527063
Minnesota Vikings,5.050429280116423,6,5.345554959046215,-0.2951256789297916,5,16,1996.002,497,1996,1.9999999999527063
New England Patriots,-3.274281736588574,21,-1.8361513676315924,-1.4381303689569815,20,22,1996.002,497,1996,1.9999999999527063
New Orleans Saints,0.7280509620083941,16,-0.5074107390121859,1.2354617010205802,18,10,1996.002,497,1996,1.9999999999527063
New York Giants,-4.082696186515466,22,-4.289901445703692,0.2072052591882265,28,13,1996.002,497,1996,1.9999999999527063
New York Jets,-10.84471094860316,30,-10.185345347856384,-0.6593656007467736,31,17,1996.002,497,1996,1.9999999999527063
Oakland Raiders,-6.815360019567471,27,-3.934817807442765,-2.880542212124707,26,26,1996.002,497,1996,1.9999999999527063
Philadelphia Eagles,0.781247958902502,15,0.9441875202033198,-0.1629395613008177,12,15,1996.002,497,1996,1.9999999999527063
Pittsburgh Steelers,4.526859891534276,7,3.085788498346129,1.4410713931881467,9,9,1996.002,497,1996,1.9999999999527063
San Diego Chargers,2.0384751075123093,14,2.0527618035324178,-0.0142866960201086,10,14,1996.002,497,1996,1.9999999999527063
San Francisco 49ers,12.30024348138288,1,6.29870628280689,6.00153719857599,3,2,1996.002,497,1996,1.9999999999527063
Seattle Seahawks,-2.619411236285811,20,0.398686770790984,-3.018098007076795,13,27,1996.002,497,1996,1.9999999999527063
St. Louis Rams,-11.022982336807871,31,-2.719579631232348,-8.303402705575524,22,31,1996.002,497,1996,1.9999999999527063
Tampa Bay Buccaneers,-7.570167533792825,28,-8.577389399550537,1.007221865757712,30,11,1996.002,497,1996,1.9999999999527063
Washington Commanders,-0.6615798998864298,18,-3.0988744832232022,2.4372945833367723,24,8,1996.002,497,1996,1.9999999999527063
Arizona Cardinals,-12.605463802258743,31,-6.857656626951611,-5.747807175307134,29,30,1996.003,498,1996,2.9999999999290594
Atlanta Falcons,-1.2461203146573394,20,-0.0701823915843028,-1.1759379230730365,15,19,1996.003,498,1996,2.9999999999290594
Baltimore Ravens,-6.362780596983845,26,-3.0542977181788977,-3.308482878804948,25,26,1996.003,498,1996,2.9999999999290594
Buffalo Bills,-1.211854161636238,19,0.1046904432011293,-1.3165446048373672,14,20,1996.003,498,1996,2.9999999999290594
Carolina Panthers,3.0704897686788137,11,-0.1357693420059942,3.206259110684808,16,6,1996.003,498,1996,2.9999999999290594
Chicago Bears,3.198257313432753,10,-1.9225305480410024,5.120787861473755,22,3,1996.003,498,1996,2.9999999999290594
Cincinnati Bengals,-2.7741341111844458,21,-1.4377800549790127,-1.336354056205433,18,21,1996.003,498,1996,2.9999999999290594
Cleveland Browns,-5.527653744313905,23,-4.024763924013849,-1.5028898203000565,26,22,1996.003,498,1996,2.9999999999290594
Dallas Cowboys,8.094065055943046,3,5.250942913648222,2.843122142294824,6,8,1996.003,498,1996,2.9999999999290594
Denver Broncos,1.929658037495944,14,5.43100502546308,-3.5013469879671364,4,27,1996.003,498,1996,2.9999999999290594
Detroit Lions,7.038829277408429,5,6.689054884454668,0.3497743929537611,2,14,1996.003,498,1996,2.9999999999290594
Green Bay Packers,14.50026369297684,1,10.758447046742528,3.741816646234311,1,4,1996.003,498,1996,2.9999999999290594
Houston Oilers,4.003481089235532,9,4.024859940824941,-0.0213788515894087,8,16,1996.003,498,1996,2.9999999999290594
Indianapolis Colts,4.164953876240261,8,0.5012180360084182,3.663735840231843,13,5,1996.003,498,1996,2.9999999999290594
Jacksonville Jaguars,-6.717078643174681,27,-2.5851562933790286,-4.131922349795653,23,28,1996.003,498,1996,2.9999999999290594
Kansas City Chiefs,7.566779445924823,4,-1.5099077600623203,9.076687205987142,19,1,1996.003,498,1996,2.9999999999290594
Miami Dolphins,2.054837406209376,12,4.911378866106811,-2.856541459897436,7,25,1996.003,498,1996,2.9999999999290594
Minnesota Vikings,6.084351613987033,6,5.314542404945128,0.769809209041904,5,12,1996.003,498,1996,2.9999999999290594
New England Patriots,-0.722675315213488,17,-1.6157594030371722,0.8930840878236843,21,11,1996.003,498,1996,2.9999999999290594
New Orleans Saints,-0.7734007035747307,18,-1.0608571947373129,0.287456491162582,17,15,1996.003,498,1996,2.9999999999290594
New York Giants,-7.309411411403756,28,-5.23357711492918,-2.075834296474576,27,24,1996.003,498,1996,2.9999999999290594
New York Jets,-9.896219550487451,29,-8.201165047086523,-1.6950545034009288,31,23,1996.003,498,1996,2.9999999999290594
Oakland Raiders,-6.150949011727586,24,-5.726343271727026,-0.4246057400005598,28,17,1996.003,498,1996,2.9999999999290594
Philadelphia Eagles,1.951266615252152,13,0.9241493794594062,1.0271172357927452,10,10,1996.003,498,1996,2.9999999999290594
Pittsburgh Steelers,5.866787705180431,7,3.374352020044051,2.49243568513638,9,9,1996.003,498,1996,2.9999999999290594
San Diego Chargers,-0.3768184184547712,16,0.6155289186284316,-0.992347337083203,11,18,1996.003,498,1996,2.9999999999290594
San Francisco 49ers,12.388526451399985,2,6.484200710113723,5.904325741286262,3,2,1996.003,498,1996,2.9999999999290594
Seattle Seahawks,-4.633853460389472,22,0.5569913334947163,-5.190844793884188,12,29,1996.003,498,1996,2.9999999999290594
